150225B1.CXS,Z,2015-02-25 21:47:06.548000
150225B1.CXS,Z,2015-02-25 22:25:47.753000
150225B1.CXS,Z,2015-02-25 22:38:42.461000
150225B1.CXS,Z,2015-02-25 23:01:17.893000
150225B2.CXS,Z,2015-02-25 21:47:06.548000
150226B1.CXS,Z,2015-02-26 00:10:36.460000
150226B1.CXS,Z,2015-02-26 01:17:22.130000
150226B1.CXS,Z,2015-02-26 01:30:04.439000
150226B1.CXS,Z,2015-02-26 01:36:25.871000
150226B1.CXS,Z,2015-02-26 02:08:09.455000
150226B1.CXS,Z,2015-02-26 02:14:29.091000
150226B1.CXS,Z,2015-02-26 03:21:16.111000
150226B1.CXS,Z,2015-02-26 05:25:15.642000
150226B1.CXS,Z,2015-02-26 05:31:38.087000
150226B1.CXS,Z,2015-02-26 05:53:54.412000
150226B1.CXS,Z,2015-02-26 07:19:51.891000
150226B1.CXS,Z,2015-02-26 08:04:29.305000
150226B1.CXS,Z,2015-02-26 08:14:01.154000
150226B1.CXS,Z,2015-02-26 08:36:21.613000
150226B1.CXS,Z,2015-02-26 08:58:41.966000
150226B1.CXS,Z,2015-02-26 09:11:29.234000
150226B1.CXS,Z,2015-02-26 09:14:40.379000
150226B1.CXS,Z,2015-02-26 09:30:37.384000
150226B1.CXS,Z,2015-02-26 10:28:09.305000
150226B1.CXS,Z,2015-02-26 10:31:22.002000
150226B1.CXS,Z,2015-02-26 10:34:34.304000
150226B1.CXS,Z,2015-02-26 11:48:11.433000
150226B1.CXS,Z,2015-02-26 12:10:38.099000
150226B1.CXS,Z,2015-02-26 13:15:31.046000
150226B1.CXS,Z,2015-02-26 14:30:10.897000
150226B1.CXS,Z,2015-02-26 15:36:06.383000
150226B1.CXS,Z,2015-02-26 15:45:46.691000
150226B1.CXS,Z,2015-02-26 16:08:20.482000
150226B1.CXS,Z,2015-02-26 16:18:00.752000
150226B1.CXS,Z,2015-02-26 17:09:32.676000
150226B1.CXS,Z,2015-02-26 17:38:31.516000
150226B1.CXS,Z,2015-02-26 18:27:23.705000
150226B1.CXS,Z,2015-02-26 18:40:17.850000
150226B1.CXS,Z,2015-02-26 20:16:57.766000
150226B1.CXS,Z,2015-02-26 20:33:15.453000
150226B1.CXS,Z,2015-02-26 21:58:47.764000
150226B1.CXS,Z,2015-02-26 22:53:41.143000
150226B1.CXS,Z,2015-02-26 23:09:49.615000
150226B1.CXS,Z,2015-02-26 23:19:30.648000
150226B1.CXS,Z,2015-02-26 23:25:57.957000
150226B2.CXS,Z,2015-02-26 00:10:36.460000
150226B2.CXS,Z,2015-02-26 00:23:19.063000
150226B2.CXS,Z,2015-02-26 01:26:54.535000
150226B2.CXS,Z,2015-02-26 01:30:04.439000
150226B2.CXS,Z,2015-02-26 02:08:09.455000
150226B2.CXS,Z,2015-02-26 03:59:21.221000
150226B2.CXS,Z,2015-02-26 08:04:29.305000
150226B2.CXS,Z,2015-02-26 08:14:01.154000
150226B2.CXS,Z,2015-02-26 08:58:41.966000
150226B2.CXS,Z,2015-02-26 10:31:22.002000
150226B2.CXS,Z,2015-02-26 13:15:31.046000
150226B2.CXS,Z,2015-02-26 17:28:51.589000
150226B2.CXS,Z,2015-02-26 17:57:49.585000
150226B2.CXS,Z,2015-02-26 18:10:42.459000
150226B2.CXS,Z,2015-02-26 18:33:51.124000
150226B2.CXS,Z,2015-02-26 18:40:17.850000
150226B2.CXS,Z,2015-02-26 20:39:47.562000
150226B2.CXS,Z,2015-02-26 20:43:03.627000
150226B2.CXS,Z,2015-02-26 21:29:10.314000
150226B2.CXS,Z,2015-02-26 22:02:01.508000
150226B2.CXS,Z,2015-02-26 22:18:08.614000
150226F2.CXS,Z,2015-02-26 06:19:25.747000
150226F2.CXS,Z,2015-02-26 08:26:47.062000
150226F2.CXS,Z,2015-02-26 12:07:26.312000
150226F2.CXS,Z,2015-02-26 12:43:24.364000
150226F2.CXS,Z,2015-02-26 18:23:36.364000
150226F2.CXS,Z,2015-02-26 19:12:29.892000
150226F2.CXS,Z,2015-02-26 23:16:17.041000
150227B1.CXS,Z,2015-02-27 01:45:37.718000
150227B1.CXS,Z,2015-02-27 02:14:18.082000
150227B1.CXS,Z,2015-02-27 02:42:56.071000
150227B1.CXS,Z,2015-02-27 03:30:36.345000
150227B1.CXS,Z,2015-02-27 03:33:46.718000
150227B1.CXS,Z,2015-02-27 03:43:20.772000
150227B1.CXS,Z,2015-02-27 03:56:04.176000
150227B1.CXS,Z,2015-02-27 07:13:27.500000
150227B1.CXS,Z,2015-02-27 07:45:18.784000
150227B1.CXS,Z,2015-02-27 08:14:00.773000
150227B1.CXS,Z,2015-02-27 09:43:23.025000
150227B1.CXS,Z,2015-02-27 10:34:29.625000
150227B1.CXS,Z,2015-02-27 10:37:41.981000
150227B1.CXS,Z,2015-02-27 11:03:16.744000
150227B1.CXS,Z,2015-02-27 11:35:18.981000
150227B1.CXS,Z,2015-02-27 13:05:08.025000
150227B1.CXS,Z,2015-02-27 13:21:08.965000
150227B1.CXS,Z,2015-02-27 14:19:05.994000
150227B1.CXS,Z,2015-02-27 15:23:24.801000
150227B1.CXS,Z,2015-02-27 17:21:05.947000
150227B1.CXS,Z,2015-02-27 18:25:29.434000
150227B1.CXS,Z,2015-02-27 20:09:06.253000
150227B1.CXS,Z,2015-02-27 20:35:10.041000
150227B1.CXS,Z,2015-02-27 21:01:13.210000
150227B1.CXS,Z,2015-02-27 21:14:13.356000
150227B1.CXS,Z,2015-02-27 21:27:09.533000
150227B1.CXS,Z,2015-02-27 23:00:39.770000
150227B1.CXS,Z,2015-02-27 23:07:05.370000
150227B2.CXS,Z,2015-02-27 01:01:07.243000
150227B2.CXS,Z,2015-02-27 01:58:22.472000
150227B2.CXS,Z,2015-02-27 02:42:56.071000
150227B2.CXS,Z,2015-02-27 03:33:46.718000
150227B2.CXS,Z,2015-02-27 03:49:43.281000
150227B2.CXS,Z,2015-02-27 06:47:55.405000
150227B2.CXS,Z,2015-02-27 07:13:27.500000
150227B2.CXS,Z,2015-02-27 10:34:29.625000
150227B2.CXS,Z,2015-02-27 10:37:41.981000
150227B2.CXS,Z,2015-02-27 11:03:16.744000
150227B2.CXS,Z,2015-02-27 12:17:00.128000
150227B2.CXS,Z,2015-02-27 14:19:05.994000
150227B2.CXS,Z,2015-02-27 15:46:29.411000
150227B2.CXS,Z,2015-02-27 18:02:56.467000
150227B2.CXS,Z,2015-02-27 20:09:06.253000
150227B2.CXS,Z,2015-02-27 23:00:39.770000
150227B2.CXS,Z,2015-02-27 23:37:00.735000
150227F1.CXS,Z,2015-02-27 17:56:29.048000
150227F1.CXS,Z,2015-02-27 23:17:25.390000
150227F2.CXS,Z,2015-02-27 03:24:14.509000
150227F2.CXS,Z,2015-02-27 06:44:44.560000
150227F2.CXS,Z,2015-02-27 10:08:56.060000
150227F2.CXS,Z,2015-02-27 13:01:55.177000
150227F2.CXS,Z,2015-02-27 17:08:14.975000
150227F2.CXS,Z,2015-02-27 23:17:25.390000
150228B1.CXS,Z,2015-02-28 00:13:39.978000
150228B1.CXS,Z,2015-02-28 00:32:49.352000
150228B1.CXS,Z,2015-02-28 00:35:59.111000
150228B1.CXS,Z,2015-02-28 00:42:19.766000
150228B1.CXS,Z,2015-02-28 00:45:29.365000
150228B1.CXS,Z,2015-02-28 01:56:26.842000
150228B1.CXS,Z,2015-02-28 02:09:41.731000
150228B1.CXS,Z,2015-02-28 03:20:28.413000
150228B1.CXS,Z,2015-02-28 04:33:53.212000
150228B1.CXS,Z,2015-02-28 05:50:46.362000
150228B1.CXS,Z,2015-02-28 06:00:19.270000
150228B1.CXS,Z,2015-02-28 06:09:53.268000
150228B1.CXS,Z,2015-02-28 07:13:35.829000
150228B1.CXS,Z,2015-02-28 09:12:00.720000
150228B1.CXS,Z,2015-02-28 09:40:45.542000
150228B1.CXS,Z,2015-02-28 10:13:31.985000
150228B1.CXS,Z,2015-02-28 10:49:28.286000
150228B1.CXS,Z,2015-02-28 11:41:03.454000
150228B1.CXS,Z,2015-02-28 11:50:40.435000
150228B1.CXS,Z,2015-02-28 12:16:15.709000
150228B1.CXS,Z,2015-02-28 13:14:01.981000
150228B1.CXS,Z,2015-02-28 15:58:39.102000
150228B1.CXS,Z,2015-02-28 16:11:33.711000
150228B1.CXS,Z,2015-02-28 16:56:35.695000
150228B1.CXS,Z,2015-02-28 17:06:16.336000
150228B1.CXS,Z,2015-02-28 17:15:54.739000
150228B1.CXS,Z,2015-02-28 17:51:19.296000
150228B1.CXS,Z,2015-02-28 17:57:44.978000
150228B1.CXS,Z,2015-02-28 19:34:16.860000
150228B1.CXS,Z,2015-02-28 20:22:46.925000
150228B1.CXS,Z,2015-02-28 20:35:54.075000
150228B1.CXS,Z,2015-02-28 21:41:26.995000
150228B1.CXS,Z,2015-02-28 21:54:20.302000
150228B1.CXS,Z,2015-02-28 23:24:38.917000
150228B2.CXS,Z,2015-02-28 00:32:49.352000
150228B2.CXS,Z,2015-02-28 01:56:26.842000
150228B2.CXS,Z,2015-02-28 03:20:28.413000
150228B2.CXS,Z,2015-02-28 06:00:19.270000
150228B2.CXS,Z,2015-02-28 06:54:26.527000
150228B2.CXS,Z,2015-02-28 07:00:49.043000
150228B2.CXS,Z,2015-02-28 09:02:24.995000
150228B2.CXS,Z,2015-02-28 09:54:12.680000
150228B2.CXS,Z,2015-02-28 10:10:19.910000
150228B2.CXS,Z,2015-02-28 11:50:40.435000
150228B2.CXS,Z,2015-02-28 13:58:59.647000
150228B2.CXS,Z,2015-02-28 16:37:18.038000
150228B2.CXS,Z,2015-02-28 17:22:20.510000
150228B2.CXS,Z,2015-02-28 19:34:16.860000
150228B2.CXS,Z,2015-02-28 20:26:02.290000
150228B2.CXS,Z,2015-02-28 20:35:54.075000
150228B2.CXS,Z,2015-02-28 21:51:06.078000
150228B2.CXS,Z,2015-02-28 21:54:20.302000
150228B2.CXS,Z,2015-02-28 23:24:38.917000
150228F1.CXS,Z,2015-02-28 02:12:53.138000
150228F2.CXS,Z,2015-02-28 04:11:36.342000
150228F2.CXS,Z,2015-02-28 07:32:42.772000
150228F2.CXS,Z,2015-02-28 08:43:09.975000
150228F2.CXS,Z,2015-02-28 09:37:32.959000
150228F2.CXS,Z,2015-02-28 14:18:16.030000
150228F2.CXS,Z,2015-02-28 16:50:10.446000
150301B1.CXS,Z,2015-03-01 00:26:13.614000
150301B1.CXS,Z,2015-03-01 03:57:20.855000
150301B1.CXS,Z,2015-03-01 04:03:41.597000
150301B1.CXS,Z,2015-03-01 04:19:38.549000
150301B1.CXS,Z,2015-03-01 05:04:09.401000
150301B1.CXS,Z,2015-03-01 05:13:43.670000
150301B1.CXS,Z,2015-03-01 06:53:01.369000
150301B1.CXS,Z,2015-03-01 08:22:38.658000
150301B1.CXS,Z,2015-03-01 09:13:49.934000
150301B1.CXS,Z,2015-03-01 10:37:21.921000
150301B1.CXS,Z,2015-03-01 11:09:41.873000
150301B1.CXS,Z,2015-03-01 11:42:13.505000
150301B1.CXS,Z,2015-03-01 12:56:45.006000
150301B1.CXS,Z,2015-03-01 13:22:39.654000
150301B1.CXS,Z,2015-03-01 13:58:19.711000
150301B1.CXS,Z,2015-03-01 14:21:03.146000
150301B1.CXS,Z,2015-03-01 14:43:47.878000
150301B1.CXS,Z,2015-03-01 15:00:08.267000
150301B1.CXS,Z,2015-03-01 15:36:04.423000
150301B1.CXS,Z,2015-03-01 16:35:16.735000
150301B1.CXS,Z,2015-03-01 16:57:49.159000
150301B1.CXS,Z,2015-03-01 18:06:04.313000
150301B1.CXS,Z,2015-03-01 18:09:18.325000
150301B1.CXS,Z,2015-03-01 18:38:17.646000
150301B1.CXS,Z,2015-03-01 20:54:24.635000
150301B1.CXS,Z,2015-03-01 21:14:32.740000
150301B1.CXS,Z,2015-03-01 21:17:50.356000
150301B1.CXS,Z,2015-03-01 21:28:06.813000
150301B1.CXS,Z,2015-03-01 21:47:27.903000
150301B1.CXS,Z,2015-03-01 22:16:29.854000
150301B1.CXS,Z,2015-03-01 22:22:57.733000
150301B1.CXS,Z,2015-03-01 22:42:18.782000
150301B1.CXS,Z,2015-03-01 23:05:35.117000
150301B1.CXS,Z,2015-03-01 23:18:29.612000
150301B2.CXS,Z,2015-03-01 00:42:16.630000
150301B2.CXS,Z,2015-03-01 04:22:48.896000
150301B2.CXS,Z,2015-03-01 04:35:33.752000
150301B2.CXS,Z,2015-03-01 08:22:38.658000
150301B2.CXS,Z,2015-03-01 11:29:17.472000
150301B2.CXS,Z,2015-03-01 11:35:45.327000
150301B2.CXS,Z,2015-03-01 13:48:36.365000
150301B2.CXS,Z,2015-03-01 14:14:31.219000
150301B2.CXS,Z,2015-03-01 14:21:03.146000
150301B2.CXS,Z,2015-03-01 15:45:53.798000
150301B2.CXS,Z,2015-03-01 16:35:16.735000
150301B2.CXS,Z,2015-03-01 16:44:57.109000
150301B2.CXS,Z,2015-03-01 18:06:04.313000
150301B2.CXS,Z,2015-03-01 21:28:06.813000
150301F2.CXS,Z,2015-03-01 02:08:38.833000
150301F2.CXS,Z,2015-03-01 02:11:48.364000
150301F2.CXS,Z,2015-03-01 14:01:33.143000
150301F2.CXS,Z,2015-03-01 21:47:27.903000
150302B1.CXS,Z,2015-03-02 00:23:19.918000
150302B1.CXS,Z,2015-03-02 00:32:52.225000
150302B1.CXS,Z,2015-03-02 01:26:54.709000
150302B1.CXS,Z,2015-03-02 01:30:05.548000
150302B1.CXS,Z,2015-03-02 02:08:17.140000
150302B1.CXS,Z,2015-03-02 02:24:09.954000
150302B1.CXS,Z,2015-03-02 02:46:25.311000
150302B1.CXS,Z,2015-03-02 02:59:06.610000
150302B1.CXS,Z,2015-03-02 03:11:49.301000
150302B1.CXS,Z,2015-03-02 03:24:30.599000
150302B1.CXS,Z,2015-03-02 03:53:04.320000
150302B1.CXS,Z,2015-03-02 03:59:24.974000
150302B1.CXS,Z,2015-03-02 04:05:46.446000
150302B1.CXS,Z,2015-03-02 04:43:59.384000
150302B1.CXS,Z,2015-03-02 04:59:56.359000
150302B1.CXS,Z,2015-03-02 05:50:49.954000
150302B1.CXS,Z,2015-03-02 07:16:50.826000
150302B1.CXS,Z,2015-03-02 08:17:28.706000
150302B1.CXS,Z,2015-03-02 08:23:52.033000
150302B1.CXS,Z,2015-03-02 09:46:55.936000
150302B1.CXS,Z,2015-03-02 10:50:49.437000
150302B1.CXS,Z,2015-03-02 11:10:00.179000
150302B1.CXS,Z,2015-03-02 11:48:26.213000
150302B1.CXS,Z,2015-03-02 12:23:40.233000
150302B1.CXS,Z,2015-03-02 12:26:52.854000
150302B1.CXS,Z,2015-03-02 13:08:35.766000
150302B1.CXS,Z,2015-03-02 13:47:46.346000
150302B1.CXS,Z,2015-03-02 14:26:24.314000
150302B1.CXS,Z,2015-03-02 15:43:40.754000
150302B1.CXS,Z,2015-03-02 15:46:54.601000
150302B1.CXS,Z,2015-03-02 16:41:33.484000
150302B1.CXS,Z,2015-03-02 16:51:13.926000
150302B1.CXS,Z,2015-03-02 18:27:48.596000
150302B1.CXS,Z,2015-03-02 19:41:57.434000
