150222B1.CXS,U,0,441,441
150222B2.CXS,U,0,441,441
150222F1.CXS,U,0,441,441
150222F2.CXS,U,0,441,441
150223B1.CXS,U,0,82,82
150223B2.CXS,U,0,82,82
150223F1.CXS,U,0,82,82
150223F2.CXS,U,0,82,82
150224B1.CXS,U,0,445,445
150224B2.CXS,U,0,445,445
150224F1.CXS,U,0,445,445
150224F2.CXS,U,0,445,445
150225B1.CXS,U,0,444,444
150225B2.CXS,U,1,443,444
150225F1.CXS,U,0,444,444
150225F2.CXS,U,0,444,444
150226B1.CXS,U,26,417,443
150226B2.CXS,U,18,425,443
150226F1.CXS,U,2,441,443
150226F2.CXS,U,6,437,443
150227B1.CXS,U,38,409,447
150227B2.CXS,U,26,421,447
150227F1.CXS,U,5,442,447
150227F2.CXS,U,4,443,447
150228B1.CXS,U,26,419,445
150228B2.CXS,U,18,427,445
150228F1.CXS,U,1,444,445
150228F2.CXS,U,3,442,445
150301B1.CXS,U,39,405,444
150301B2.CXS,U,22,422,444
150301F1.CXS,U,0,444,444
150301F2.CXS,U,3,441,444
150302B1.CXS,U,38,409,447
150302B2.CXS,U,21,426,447
150302F1.CXS,U,0,447,447
150302F2.CXS,U,4,443,447
150303B1.CXS,U,29,415,444
150303B2.CXS,U,19,425,444
150303F1.CXS,U,0,444,444
150303F2.CXS,U,7,437,444
150304B1.CXS,U,32,412,444
150304B2.CXS,U,20,424,444
150304F1.CXS,U,3,441,444
150304F2.CXS,U,9,435,444
150305B1.CXS,U,29,417,446
150305B2.CXS,U,15,431,446
150305F1.CXS,U,3,443,446
150305F2.CXS,U,3,443,446
150306B1.CXS,U,31,416,447
150306B2.CXS,U,21,426,447
150306F1.CXS,U,0,447,447
150306F2.CXS,U,1,446,447
150307B1.CXS,U,18,424,442
150307B2.CXS,U,11,431,442
150307F1.CXS,U,1,441,442
150307F2.CXS,U,3,439,442
150308B1.CXS,U,24,422,446
150308B2.CXS,U,13,433,446
150308F1.CXS,U,0,446,446
150308F2.CXS,U,2,444,446
150309B1.CXS,U,27,364,391
150309B2.CXS,U,18,373,391
150309F1.CXS,U,0,391,391
150309F2.CXS,U,3,388,391
150310B1.CXS,U,5,42,47
150310B2.CXS,U,4,43,47
150310F1.CXS,U,2,45,47
150310F2.CXS,U,0,47,47
150311B1.CXS,U,32,412,444
150311B2.CXS,U,14,430,444
