150222B1.CXS,A,0,442,442
150222B2.CXS,A,0,442,442
150222F1.CXS,A,0,442,442
150222F2.CXS,A,0,442,442
150223B1.CXS,A,0,82,82
150223B2.CXS,A,0,82,82
150223F1.CXS,A,0,82,82
150223F2.CXS,A,0,82,82
150224B1.CXS,A,0,447,447
150224B2.CXS,A,0,447,447
150224F1.CXS,A,0,447,447
150224F2.CXS,A,0,447,447
150225B1.CXS,A,2,442,444
150225B2.CXS,A,1,443,444
150225F1.CXS,A,0,444,444
150225F2.CXS,A,0,444,444
150226B1.CXS,A,29,413,442
150226B2.CXS,A,18,424,442
150226F1.CXS,A,1,441,442
150226F2.CXS,A,3,439,442
150227B1.CXS,A,33,414,447
150227B2.CXS,A,19,428,447
150227F1.CXS,A,2,445,447
150227F2.CXS,A,5,442,447
150228B1.CXS,A,29,416,445
150228B2.CXS,A,13,432,445
150228F1.CXS,A,1,444,445
150228F2.CXS,A,3,442,445
150301B1.CXS,A,25,420,445
150301B2.CXS,A,16,429,445
150301F1.CXS,A,2,443,445
150301F2.CXS,A,2,443,445
150302B1.CXS,A,36,412,448
150302B2.CXS,A,18,430,448
150302F1.CXS,A,0,448,448
150302F2.CXS,A,6,442,448
150303B1.CXS,A,40,406,446
150303B2.CXS,A,20,426,446
150303F1.CXS,A,1,445,446
150303F2.CXS,A,6,440,446
150304B1.CXS,A,41,404,445
150304B2.CXS,A,18,427,445
150304F1.CXS,A,0,445,445
150304F2.CXS,A,5,440,445
150305B1.CXS,A,42,405,447
150305B2.CXS,A,14,433,447
150305F1.CXS,A,1,446,447
150305F2.CXS,A,6,441,447
150306B1.CXS,A,36,410,446
150306B2.CXS,A,15,431,446
150306F1.CXS,A,1,445,446
150306F2.CXS,A,8,438,446
150307B1.CXS,A,17,425,442
150307B2.CXS,A,11,431,442
150307F1.CXS,A,0,442,442
150307F2.CXS,A,1,441,442
150308B1.CXS,A,30,416,446
150308B2.CXS,A,19,427,446
150308F1.CXS,A,0,446,446
150308F2.CXS,A,3,443,446
150309B1.CXS,A,38,352,390
150309B2.CXS,A,18,372,390
150309F1.CXS,A,1,389,390
150309F2.CXS,A,0,390,390
150310B1.CXS,A,9,39,48
150310B2.CXS,A,4,44,48
150310F1.CXS,A,2,46,48
150310F2.CXS,A,1,47,48
150311B1.CXS,A,26,419,445
150311B2.CXS,A,15,430,445
150311F1.CXS,A,0,445,445
150311F2.CXS,A,4,441,445
150312B1.CXS,A,24,424,448
150312B2.CXS,A,15,433,448
150312F1.CXS,A,1,447,448
150312F2.CXS,A,2,446,448
150313B1.CXS,A,30,417,447
150313B2.CXS,A,15,432,447
150313F1.CXS,A,0,447,447
150313F2.CXS,A,1,446,447
150314B1.CXS,A,22,422,444
150314B2.CXS,A,11,433,444
150314F1.CXS,A,0,444,444
150314F2.CXS,A,4,440,444
150315B1.CXS,A,25,420,445
150315B2.CXS,A,16,429,445
150315F1.CXS,A,0,445,445
150315F2.CXS,A,3,442,445
150316B1.CXS,A,34,411,445
150316B2.CXS,A,23,422,445
150316F1.CXS,A,0,445,445
150316F2.CXS,A,3,442,445
150317B1.CXS,A,27,408,435
150317B2.CXS,A,12,423,435
150317F1.CXS,A,0,435,435
150317F2.CXS,A,3,432,435
150318B1.CXS,A,26,414,440
150318B2.CXS,A,20,420,440
150318F1.CXS,A,1,439,440
150318F2.CXS,A,4,436,440
150319B1.CXS,A,40,404,444
150319B2.CXS,A,22,422,444
150319F1.CXS,A,0,444,444
150319F2.CXS,A,2,442,444
150320B1.CXS,A,31,411,442
150320B2.CXS,A,18,424,442
150320F1.CXS,A,0,442,442
150320F2.CXS,A,3,439,442
150321B1.CXS,A,42,403,445
150321B2.CXS,A,22,423,445
150321F1.CXS,A,1,444,445
150321F2.CXS,A,1,444,445
150322B1.CXS,A,26,420,446
150322B2.CXS,A,13,433,446
150322F1.CXS,A,0,446,446
150322F2.CXS,A,1,445,446
150323B1.CXS,A,12,433,445
150323B2.CXS,A,17,428,445
150323F1.CXS,A,1,444,445
150323F2.CXS,A,0,445,445
150324B1.CXS,A,24,422,446
150324B2.CXS,A,20,426,446
150324F1.CXS,A,0,446,446
150324F2.CXS,A,2,444,446
150325B1.CXS,A,27,417,444
150325B2.CXS,A,26,418,444
150325F1.CXS,A,0,444,444
150325F2.CXS,A,2,442,444
150326B1.CXS,A,27,408,435
150326B2.CXS,A,18,417,435
150326F1.CXS,A,1,434,435
150326F2.CXS,A,2,433,435
150327B1.CXS,A,27,420,447
150327B2.CXS,A,16,431,447
150327F1.CXS,A,0,447,447
150327F2.CXS,A,3,444,447
150328B1.CXS,A,37,408,445
150328B2.CXS,A,15,430,445
150328F1.CXS,A,0,445,445
150328F2.CXS,A,3,442,445
150329B1.CXS,A,24,418,442
150329B2.CXS,A,21,421,442
150329F1.CXS,A,1,441,442
150329F2.CXS,A,1,441,442
150330B1.CXS,A,18,421,439
150330B2.CXS,A,17,422,439
150330F1.CXS,A,0,439,439
150330F2.CXS,A,3,436,439
150331B1.CXS,A,36,408,444
150331B2.CXS,A,16,428,444
150331F1.CXS,A,0,444,444
150331F2.CXS,A,4,440,444
150401B1.CXS,A,22,419,441
150401B2.CXS,A,24,417,441
150401F1.CXS,A,0,441,441
150401F2.CXS,A,3,438,441
150402B1.CXS,A,23,420,443
150402B2.CXS,A,16,427,443
150402F1.CXS,A,1,442,443
150402F2.CXS,A,1,442,443
150403B1.CXS,A,26,415,441
150403B2.CXS,A,13,428,441
150403F1.CXS,A,1,440,441
150403F2.CXS,A,3,438,441
150404B1.CXS,A,9,435,444
150404B2.CXS,A,4,440,444
150404F1.CXS,A,0,444,444
150404F2.CXS,A,0,444,444
150405B1.CXS,A,18,428,446
150405B2.CXS,A,13,433,446
150405F1.CXS,A,0,446,446
150405F2.CXS,A,3,443,446
150406B1.CXS,A,28,411,439
150406B2.CXS,A,16,423,439
150406F1.CXS,A,0,439,439
150406F2.CXS,A,2,437,439
150407B1.CXS,A,19,426,445
150407B2.CXS,A,15,430,445
150407F1.CXS,A,0,445,445
150407F2.CXS,A,1,444,445
150408B1.CXS,A,21,423,444
150408B2.CXS,A,19,425,444
150408F1.CXS,A,0,444,444
150408F2.CXS,A,0,444,444
150409B1.CXS,A,14,409,423
150409B2.CXS,A,13,410,423
150409F1.CXS,A,0,423,423
150409F2.CXS,A,1,422,423
150410B1.CXS,A,29,409,438
150410B2.CXS,A,14,424,438
150410F1.CXS,A,0,438,438
150410F2.CXS,A,4,434,438
150411B1.CXS,A,28,410,438
150411B2.CXS,A,16,422,438
150411F1.CXS,A,1,437,438
150411F2.CXS,A,4,434,438
150412B1.CXS,A,24,418,442
150412B2.CXS,A,14,428,442
150412F1.CXS,A,0,442,442
150412F2.CXS,A,4,438,442
150413B1.CXS,A,31,416,447
150413B2.CXS,A,17,430,447
150413F1.CXS,A,1,446,447
150413F2.CXS,A,1,446,447
150414B1.CXS,A,37,409,446
150414B2.CXS,A,58,388,446
150414F1.CXS,A,2,444,446
150414F2.CXS,A,38,408,446
150415B1.CXS,A,24,419,443
150415B2.CXS,A,19,424,443
150415F1.CXS,A,0,443,443
150415F2.CXS,A,4,439,443
150416B1.CXS,A,19,423,442
150416B2.CXS,A,17,425,442
150416F1.CXS,A,1,441,442
150416F2.CXS,A,4,438,442
150417B1.CXS,A,22,270,292
150417B2.CXS,A,13,279,292
150417F1.CXS,A,1,291,292
150417F2.CXS,A,4,288,292
150418B1.CXS,A,35,411,446
150418B2.CXS,A,60,386,446
150418F1.CXS,A,3,443,446
150418F2.CXS,A,39,407,446
150419B1.CXS,A,33,409,442
150419B2.CXS,A,19,423,442
150419F1.CXS,A,2,440,442
150419F2.CXS,A,6,436,442
150420B1.CXS,A,38,391,429
150420B2.CXS,A,15,414,429
150420F1.CXS,A,8,421,429
150420F2.CXS,A,8,421,429
150421B1.CXS,A,30,316,346
150421B2.CXS,A,16,330,346
150421F1.CXS,A,4,342,346
150421F2.CXS,A,5,341,346
150423B1.CXS,A,37,376,413
150423B2.CXS,A,25,388,413
150423F1.CXS,A,3,410,413
150423F2.CXS,A,6,407,413
150424B1.CXS,A,47,389,436
150424B2.CXS,A,102,334,436
150424F1.CXS,A,5,431,436
150424F2.CXS,A,88,348,436
150425B1.CXS,A,51,391,442
150425B2.CXS,A,20,422,442
150425F1.CXS,A,3,439,442
150425F2.CXS,A,6,436,442
150426B1.CXS,A,39,405,444
150426B2.CXS,A,20,424,444
150426F1.CXS,A,5,439,444
150426F2.CXS,A,7,437,444
150427B1.CXS,A,35,407,442
150427B2.CXS,A,27,415,442
150427F1.CXS,A,4,438,442
150427F2.CXS,A,8,434,442
150428B1.CXS,A,34,408,442
150428B2.CXS,A,17,425,442
150428F1.CXS,A,2,440,442
150428F2.CXS,A,9,433,442
150429B1.CXS,A,31,281,312
150429B2.CXS,A,17,295,312
150429F1.CXS,A,2,310,312
150429F2.CXS,A,4,308,312
150430B1.CXS,A,37,324,361
