150222B1.CXS,FALSE
150222B2.CXS,FALSE
150222F1.CXS,FALSE
150222F2.CXS,FALSE
150223B1.CXS,FALSE
150223B2.CXS,FALSE
150223F1.CXS,FALSE
150223F2.CXS,FALSE
150224B1.CXS,FALSE
150224B2.CXS,FALSE
150224F1.CXS,FALSE
150224F2.CXS,FALSE
150225B1.CXS,TRUE
150225B2.CXS,TRUE
150225F1.CXS,FALSE
150225F2.CXS,FALSE
150226B1.CXS,TRUE
150226B2.CXS,TRUE
150226F1.CXS,TRUE
150226F2.CXS,TRUE
150227B1.CXS,TRUE
150227B2.CXS,TRUE
150227F1.CXS,FALSE
150227F2.CXS,TRUE
150228B1.CXS,TRUE
150228B2.CXS,TRUE
150228F1.CXS,TRUE
150228F2.CXS,TRUE
150301B1.CXS,TRUE
150301B2.CXS,TRUE
150301F1.CXS,FALSE
150301F2.CXS,TRUE
150302B1.CXS,TRUE
150302B2.CXS,TRUE
150302F1.CXS,FALSE
150302F2.CXS,TRUE
150303B1.CXS,TRUE
150303B2.CXS,TRUE
150303F1.CXS,FALSE
150303F2.CXS,TRUE
150304B1.CXS,TRUE
150304B2.CXS,TRUE
150304F1.CXS,TRUE
150304F2.CXS,TRUE
150305B1.CXS,TRUE
150305B2.CXS,TRUE
150305F1.CXS,FALSE
150305F2.CXS,TRUE
150306B1.CXS,TRUE
150306B2.CXS,TRUE
150306F1.CXS,TRUE
150306F2.CXS,TRUE
150307B1.CXS,TRUE
150307B2.CXS,TRUE
150307F1.CXS,FALSE
150307F2.CXS,TRUE
150308B1.CXS,TRUE
150308B2.CXS,TRUE
150308F1.CXS,FALSE
150308F2.CXS,TRUE
150309B1.CXS,TRUE
150309B2.CXS,TRUE
150309F1.CXS,TRUE
150309F2.CXS,TRUE
150310B1.CXS,TRUE
150310B2.CXS,TRUE
150310F1.CXS,FALSE
150310F2.CXS,FALSE
150311B1.CXS,TRUE
150311B2.CXS,TRUE
150311F1.CXS,FALSE
150311F2.CXS,TRUE
150312B1.CXS,TRUE
150312B2.CXS,TRUE
150312F1.CXS,FALSE
150312F2.CXS,TRUE
150313B1.CXS,TRUE
150313B2.CXS,TRUE
150313F1.CXS,FALSE
150313F2.CXS,TRUE
150314B1.CXS,TRUE
150314B2.CXS,TRUE
150314F1.CXS,FALSE
150314F2.CXS,TRUE
150315B1.CXS,TRUE
150315B2.CXS,TRUE
150315F1.CXS,FALSE
150315F2.CXS,TRUE
150316B1.CXS,TRUE
150316B2.CXS,TRUE
150316F1.CXS,FALSE
150316F2.CXS,TRUE
150317B1.CXS,TRUE
150317B2.CXS,TRUE
150317F1.CXS,FALSE
150317F2.CXS,TRUE
150318B1.CXS,TRUE
150318B2.CXS,TRUE
150318F1.CXS,FALSE
150318F2.CXS,TRUE
150319B1.CXS,TRUE
150319B2.CXS,TRUE
150319F1.CXS,FALSE
150319F2.CXS,TRUE
150320B1.CXS,TRUE
150320B2.CXS,TRUE
150320F1.CXS,FALSE
150320F2.CXS,TRUE
150321B1.CXS,TRUE
150321B2.CXS,TRUE
150321F1.CXS,TRUE
150321F2.CXS,TRUE
150322B1.CXS,TRUE
150322B2.CXS,TRUE
150322F1.CXS,TRUE
150322F2.CXS,TRUE
150323B1.CXS,TRUE
150323B2.CXS,TRUE
150323F1.CXS,FALSE
150323F2.CXS,FALSE
150324B1.CXS,TRUE
150324B2.CXS,TRUE
150324F1.CXS,FALSE
150324F2.CXS,TRUE
150325B1.CXS,TRUE
150325B2.CXS,TRUE
150325F1.CXS,FALSE
150325F2.CXS,TRUE
150326B1.CXS,TRUE
150326B2.CXS,TRUE
150326F1.CXS,TRUE
150326F2.CXS,TRUE
150327B1.CXS,TRUE
150327B2.CXS,TRUE
150327F1.CXS,FALSE
150327F2.CXS,TRUE
150328B1.CXS,TRUE
150328B2.CXS,TRUE
150328F1.CXS,FALSE
150328F2.CXS,TRUE
150329B1.CXS,TRUE
150329B2.CXS,TRUE
150329F1.CXS,FALSE
150329F2.CXS,TRUE
150330B1.CXS,TRUE
150330B2.CXS,TRUE
150330F1.CXS,FALSE
150330F2.CXS,TRUE
150331B1.CXS,TRUE
150331B2.CXS,TRUE
150331F1.CXS,FALSE
150331F2.CXS,TRUE
150401B1.CXS,TRUE
150401B2.CXS,TRUE
150401F1.CXS,FALSE
150401F2.CXS,TRUE
150402B1.CXS,TRUE
150402B2.CXS,TRUE
150402F1.CXS,FALSE
150402F2.CXS,FALSE
150403B1.CXS,TRUE
150403B2.CXS,TRUE
150403F1.CXS,FALSE
150403F2.CXS,TRUE
150404B1.CXS,TRUE
150404B2.CXS,TRUE
150404F1.CXS,FALSE
150404F2.CXS,TRUE
150405B1.CXS,TRUE
150405B2.CXS,TRUE
150405F1.CXS,FALSE
150405F2.CXS,TRUE
150406B1.CXS,TRUE
150406B2.CXS,TRUE
150406F1.CXS,FALSE
150406F2.CXS,TRUE
150407B1.CXS,TRUE
150407B2.CXS,TRUE
150407F1.CXS,FALSE
150407F2.CXS,FALSE
150408B1.CXS,TRUE
150408B2.CXS,TRUE
150408F1.CXS,FALSE
150408F2.CXS,FALSE
150409B1.CXS,TRUE
150409B2.CXS,TRUE
150409F1.CXS,FALSE
150409F2.CXS,TRUE
150410B1.CXS,TRUE
150410B2.CXS,TRUE
150410F1.CXS,TRUE
150410F2.CXS,TRUE
150411B1.CXS,TRUE
150411B2.CXS,TRUE
150411F1.CXS,FALSE
150411F2.CXS,TRUE
150412B1.CXS,TRUE
150412B2.CXS,TRUE
150412F1.CXS,FALSE
150412F2.CXS,TRUE
150413B1.CXS,TRUE
150413B2.CXS,TRUE
150413F1.CXS,FALSE
150413F2.CXS,TRUE
150414B1.CXS,TRUE
150414B2.CXS,TRUE
150414F1.CXS,FALSE
150414F2.CXS,TRUE
150415B1.CXS,TRUE
150415B2.CXS,TRUE
150415F1.CXS,TRUE
150415F2.CXS,TRUE
150416B1.CXS,TRUE
150416B2.CXS,TRUE
150416F1.CXS,TRUE
150416F2.CXS,TRUE
150417B1.CXS,TRUE
150417B2.CXS,TRUE
150417F1.CXS,TRUE
150417F2.CXS,TRUE
150418B1.CXS,TRUE
150418B2.CXS,TRUE
150418F1.CXS,TRUE
150418F2.CXS,TRUE
150419B1.CXS,TRUE
150419B2.CXS,TRUE
150419F1.CXS,TRUE
150419F2.CXS,TRUE
150420B1.CXS,TRUE
150420B2.CXS,TRUE
150420F1.CXS,TRUE
150420F2.CXS,TRUE
150421B1.CXS,TRUE
150421B2.CXS,TRUE
150421F1.CXS,TRUE
150421F2.CXS,TRUE
150423B1.CXS,TRUE
150423B2.CXS,TRUE
150423F1.CXS,TRUE
150423F2.CXS,TRUE
150424B1.CXS,TRUE
150424B2.CXS,TRUE
150424F1.CXS,TRUE
150424F2.CXS,TRUE
150425B1.CXS,TRUE
150425B2.CXS,TRUE
150425F1.CXS,TRUE
150425F2.CXS,TRUE
150426B1.CXS,TRUE
150426B2.CXS,TRUE
150426F1.CXS,TRUE
150426F2.CXS,TRUE
150427B1.CXS,TRUE
150427B2.CXS,TRUE
150427F1.CXS,TRUE
150427F2.CXS,TRUE
150428B1.CXS,TRUE
150428B2.CXS,TRUE
150428F1.CXS,TRUE
150428F2.CXS,TRUE
150429B1.CXS,TRUE
150429B2.CXS,TRUE
150429F1.CXS,TRUE
150429F2.CXS,TRUE
150430B1.CXS,TRUE
150430B2.CXS,TRUE
150430F1.CXS,TRUE
150430F2.CXS,TRUE
150501B1.CXS,TRUE
150501B2.CXS,TRUE
150501F1.CXS,FALSE
150501F2.CXS,TRUE
150502B1.CXS,TRUE
150502B2.CXS,TRUE
150502F1.CXS,TRUE
150502F2.CXS,TRUE
150503B1.CXS,TRUE
150503B2.CXS,TRUE
150503F1.CXS,FALSE
150503F2.CXS,TRUE
150504B1.CXS,TRUE
150504B2.CXS,TRUE
150504F1.CXS,TRUE
150504F2.CXS,TRUE
150505B1.CXS,TRUE
150505B2.CXS,TRUE
150505F1.CXS,FALSE
150505F2.CXS,TRUE
150506B1.CXS,TRUE
150506B2.CXS,TRUE
150506F1.CXS,FALSE
150506F2.CXS,TRUE
150507B1.CXS,TRUE
150507B2.CXS,TRUE
150507F1.CXS,TRUE
150507F2.CXS,TRUE
150508B1.CXS,TRUE
150508B2.CXS,TRUE
150508F1.CXS,TRUE
150508F2.CXS,TRUE
150509B1.CXS,TRUE
150509B2.CXS,TRUE
150509F1.CXS,TRUE
