150317B1.CXS,TRUE,406,28,434,,,,,,
150317B2.CXS,TRUE,401,33,434,,,,,,
150317F1.CXS,FALSE,434,0,434,,,,,,
150317F2.CXS,TRUE,431,3,434,,,,,,
150318B1.CXS,TRUE,416,24,440,,,,,,
150318B2.CXS,TRUE,410,30,440,,,,,,
150318F1.CXS,FALSE,440,0,440,,,,,,
150318F2.CXS,TRUE,433,7,440,,,,,,
150319B1.CXS,TRUE,414,29,443,,,,,,
150319B2.CXS,TRUE,411,32,443,,,,,,
150319F1.CXS,FALSE,443,0,443,,,,,,
150319F2.CXS,TRUE,440,3,443,,,,,,
150320B1.CXS,TRUE,409,33,442,,,,,,
150320B2.CXS,TRUE,407,35,442,,,,,,
150320F1.CXS,FALSE,442,0,442,,,,,,
150320F2.CXS,TRUE,438,4,442,,,,,,
150321B1.CXS,TRUE,423,24,447,,,,,,
150321B2.CXS,TRUE,411,36,447,,,,,,
150321F1.CXS,TRUE,445,2,447,,,,,,
150321F2.CXS,TRUE,438,9,447,,,,,,
150322B1.CXS,TRUE,431,16,447,,,,,,
150322B2.CXS,TRUE,406,41,447,,,,,,
150322F1.CXS,TRUE,446,1,447,,,,,,
150322F2.CXS,TRUE,446,1,447,,,,,,
150323B1.CXS,TRUE,424,20,444,,,,,,
150323B2.CXS,TRUE,410,34,444,,,,,,
150323F1.CXS,FALSE,444,0,444,,,,,,
150323F2.CXS,FALSE,444,0,444,,,,,,
150324B1.CXS,TRUE,417,29,446,,,,,,
150324B2.CXS,TRUE,405,41,446,,,,,,
150324F1.CXS,FALSE,446,0,446,,,,,,
150324F2.CXS,TRUE,445,1,446,,,,,,
150325B1.CXS,TRUE,412,32,444,,,,,,
150325B2.CXS,TRUE,409,35,444,,,,,,
150325F1.CXS,FALSE,444,0,444,,,,,,
150325F2.CXS,TRUE,443,1,444,,,,,,
150326B1.CXS,TRUE,412,22,434,,,,,,
150326B2.CXS,TRUE,405,29,434,,,,,,
150326F1.CXS,TRUE,433,1,434,,,,,,
150326F2.CXS,TRUE,432,2,434,,,,,,
150327B1.CXS,TRUE,419,28,447,,,,,,
150327B2.CXS,TRUE,410,37,447,,,,,,
150327F1.CXS,FALSE,447,0,447,,,,,,
150327F2.CXS,TRUE,443,4,447,,,,,,
150328B1.CXS,TRUE,417,28,445,,,,,,
150328B2.CXS,TRUE,419,26,445,,,,,,
150328F1.CXS,FALSE,445,0,445,,,,,,
150328F2.CXS,TRUE,443,2,445,,,,,,
150329B1.CXS,TRUE,421,21,442,,,,,,
150329B2.CXS,TRUE,412,30,442,,,,,,
150329F1.CXS,FALSE,442,0,442,,,,,,
150329F2.CXS,TRUE,439,3,442,,,,,,
150330B1.CXS,TRUE,408,33,441,,,,,,
150330B2.CXS,TRUE,411,30,441,,,,,,
150330F1.CXS,FALSE,441,0,441,,,,,,
150330F2.CXS,TRUE,440,1,441,,,,,,
150331B1.CXS,TRUE,416,28,444,,,,,,
150331B2.CXS,TRUE,406,38,444,,,,,,
150331F1.CXS,FALSE,444,0,444,,,,,,
150331F2.CXS,TRUE,443,1,444,,,,,,
150401B1.CXS,TRUE,420,21,441,,,,,,
150401B2.CXS,TRUE,406,35,441,,,,,,
150401F1.CXS,FALSE,441,0,441,,,,,,
150401F2.CXS,TRUE,439,2,441,,,,,,
150402B1.CXS,TRUE,413,29,442,,,,,,
150402B2.CXS,TRUE,400,42,442,,,,,,
150402F1.CXS,FALSE,442,0,442,,,,,,
150402F2.CXS,FALSE,442,0,442,,,,,,
150403B1.CXS,TRUE,413,28,441,,,,,,
150403B2.CXS,TRUE,408,33,441,,,,,,
150403F1.CXS,FALSE,441,0,441,,,,,,
150403F2.CXS,TRUE,439,2,441,,,,,,
150404B1.CXS,TRUE,437,7,444,,,,,,
150404B2.CXS,TRUE,435,9,444,,,,,,
150404F1.CXS,FALSE,444,0,444,,,,,,
150404F2.CXS,TRUE,443,1,444,,,,,,
150405B1.CXS,TRUE,413,33,446,,,,,,
150405B2.CXS,TRUE,399,47,446,,,,,,
150405F1.CXS,FALSE,446,0,446,,,,,,
150405F2.CXS,TRUE,443,3,446,,,,,,
150406B1.CXS,TRUE,419,20,439,,,,,,
150406B2.CXS,TRUE,413,26,439,,,,,,
150406F1.CXS,FALSE,439,0,439,,,,,,
150406F2.CXS,TRUE,433,6,439,,,,,,
150407B1.CXS,TRUE,425,20,445,,,,,,
150407B2.CXS,TRUE,404,41,445,,,,,,
150407F1.CXS,FALSE,445,0,445,,,,,,
150407F2.CXS,FALSE,445,0,445,,,,,,
150408B1.CXS,TRUE,429,15,444,,,,,,
150408B2.CXS,TRUE,409,35,444,,,,,,
150408F1.CXS,FALSE,444,0,444,,,,,,
150408F2.CXS,FALSE,444,0,444,,,,,,
150409B1.CXS,TRUE,400,24,424,,,,,,
150409B2.CXS,TRUE,390,34,424,,,,,,
150409F1.CXS,FALSE,424,0,424,,,,,,
150409F2.CXS,TRUE,422,2,424,,,,,,
150410B1.CXS,TRUE,425,14,439,,,,,,
150410B2.CXS,TRUE,411,28,439,,,,,,
150410F1.CXS,TRUE,437,2,439,,,,,,
150410F2.CXS,TRUE,432,7,439,,,,,,
150411B1.CXS,TRUE,412,26,438,,,,,,
150411B2.CXS,TRUE,407,31,438,,,,,,
150411F1.CXS,FALSE,438,0,438,,,,,,
150411F2.CXS,TRUE,431,7,438,,,,,,
150412B1.CXS,TRUE,416,27,443,,,,,,
150412B2.CXS,TRUE,417,26,443,,,,,,
150412F1.CXS,FALSE,443,0,443,,,,,,
150412F2.CXS,TRUE,440,3,443,,,,,,
150413B1.CXS,TRUE,427,20,447,,,,,,
150413B2.CXS,TRUE,416,31,447,,,,,,
150413F1.CXS,FALSE,447,0,447,,,,,,
150413F2.CXS,TRUE,442,5,447,,,,,,
150414B1.CXS,TRUE,424,22,446,,,,,,
150414B2.CXS,TRUE,378,68,446,,,,,,
150414F1.CXS,FALSE,446,0,446,,,,,,
150414F2.CXS,TRUE,400,46,446,,,,,,
150415B1.CXS,TRUE,417,26,443,,,,,,
150415B2.CXS,TRUE,404,39,443,,,,,,
150415F1.CXS,TRUE,441,2,443,,,,,,
150415F2.CXS,TRUE,437,6,443,,,,,,
150416B1.CXS,TRUE,421,21,442,,,,,,
150416B2.CXS,TRUE,416,26,442,,,,,,
150416F1.CXS,TRUE,441,1,442,,,,,,
150416F2.CXS,TRUE,429,13,442,,,,,,
150417B1.CXS,TRUE,276,15,291,,,,,,
150417B2.CXS,TRUE,264,27,291,,,,,,
150417F1.CXS,TRUE,286,5,291,,,,,,
150417F2.CXS,TRUE,286,5,291,,,,,,
150418B1.CXS,TRUE,419,26,445,,,,,,
150418B2.CXS,TRUE,373,72,445,,,,,,
150418F1.CXS,TRUE,444,1,445,,,,,,
150418F2.CXS,TRUE,401,44,445,,,,,,
150419B1.CXS,TRUE,423,20,443,,,,,,
150419B2.CXS,TRUE,420,23,443,,,,,,
150419F1.CXS,TRUE,437,6,443,,,,,,
150419F2.CXS,TRUE,432,11,443,,,,,,
150420B1.CXS,TRUE,396,33,429,,,,,,
150420B2.CXS,TRUE,394,35,429,,,,,,
150420F1.CXS,TRUE,422,7,429,,,,,,
150420F2.CXS,TRUE,414,15,429,,,,,,
150421B1.CXS,TRUE,328,18,346,,,,,,
150421B2.CXS,TRUE,315,31,346,,,,,,
150421F1.CXS,TRUE,342,4,346,,,,,,
150421F2.CXS,TRUE,337,9,346,,,,,,
150423B1.CXS,TRUE,379,33,412,,,,,,
150423B2.CXS,TRUE,380,32,412,,,,,,
150423F1.CXS,TRUE,409,3,412,,,,,,
150423F2.CXS,TRUE,398,14,412,,,,,,
150424B1.CXS,TRUE,393,43,436,,,,,,
150424B2.CXS,TRUE,316,120,436,,,,,,
150424F1.CXS,TRUE,434,2,436,,,,,,
150424F2.CXS,TRUE,338,98,436,,,,,,
150425B1.CXS,TRUE,407,35,442,,,,,,
150425B2.CXS,TRUE,403,39,442,,,,,,
150425F1.CXS,TRUE,435,7,442,,,,,,
150425F2.CXS,TRUE,431,11,442,,,,,,
150426B1.CXS,TRUE,404,40,444,,,,,,
150426B2.CXS,TRUE,401,43,444,,,,,,
150426F1.CXS,TRUE,440,4,444,,,,,,
150426F2.CXS,TRUE,436,8,444,,,,,,
150427B1.CXS,TRUE,407,34,441,,,,,,
150427B2.CXS,TRUE,401,40,441,,,,,,
150427F1.CXS,TRUE,438,3,441,,,,,,
150427F2.CXS,TRUE,436,5,441,,,,,,
150428B1.CXS,TRUE,416,28,444,,,,,,
150428B2.CXS,TRUE,402,42,444,,,,,,
150428F1.CXS,TRUE,443,1,444,,,,,,
150428F2.CXS,TRUE,440,4,444,,,,,,
150429B1.CXS,TRUE,289,25,314,,,,,,
150429B2.CXS,TRUE,282,32,314,,,,,,
150429F1.CXS,TRUE,311,3,314,,,,,,
150429F2.CXS,TRUE,308,6,314,,,,,,
150430B1.CXS,TRUE,415,29,444,,,,,,
150430B2.CXS,TRUE,413,31,444,,,,,,
150430F1.CXS,TRUE,444,0,444,,,,,,
150430F2.CXS,TRUE,441,3,444,,,,,,
150501B1.CXS,TRUE,412,34,446,,,,,,
150501B2.CXS,TRUE,402,44,446,,,,,,
150501F1.CXS,FALSE,444,2,446,,,,,,
150501F2.CXS,TRUE,436,10,446,,,,,,
150502B1.CXS,TRUE,410,34,444,,,,,,
150502B2.CXS,TRUE,407,37,444,,,,,,
150502F1.CXS,TRUE,444,0,444,,,,,,
150502F2.CXS,TRUE,438,6,444,,,,,,
150503B1.CXS,TRUE,419,28,447,,,,,,
150503B2.CXS,TRUE,402,45,447,,,,,,
150503F1.CXS,FALSE,446,1,447,,,,,,
150503F2.CXS,TRUE,441,6,447,,,,,,
150504B1.CXS,TRUE,410,30,440,,,,,,
150504B2.CXS,TRUE,401,39,440,,,,,,
150504F1.CXS,TRUE,440,0,440,,,,,,
150504F2.CXS,TRUE,437,3,440,,,,,,
150505B1.CXS,TRUE,410,30,440,,,,,,
150505B2.CXS,TRUE,406,34,440,,,,,,
150505F1.CXS,FALSE,440,0,440,,,,,,
150505F2.CXS,TRUE,438,2,440,,,,,,
150506B1.CXS,TRUE,407,30,437,,,,,,
150506B2.CXS,TRUE,400,37,437,,,,,,
150506F1.CXS,FALSE,436,1,437,,,,,,
150506F2.CXS,TRUE,429,8,437,,,,,,
150507B1.CXS,TRUE,413,32,445,,,,,,
150507B2.CXS,TRUE,403,42,445,,,,,,
150507F1.CXS,TRUE,444,1,445,,,,,,
150507F2.CXS,TRUE,443,2,445,,,,,,
150508B1.CXS,TRUE,417,26,443,,,,,,
150508B2.CXS,TRUE,414,29,443,,,,,,
150508F1.CXS,TRUE,442,1,443,,,,,,
150508F2.CXS,TRUE,441,2,443,,,,,,
150509B1.CXS,TRUE,407,36,443,,,,,,
150509B2.CXS,TRUE,395,48,443,,,,,,
150509F1.CXS,TRUE,443,0,443,,,,,,
150509F2.CXS,TRUE,440,3,443,,,,,,
150510B1.CXS,TRUE,404,41,445,,,,,,
150510B2.CXS,TRUE,403,42,445,,,,,,
150510F1.CXS,FALSE,444,1,445,,,,,,
150510F2.CXS,TRUE,436,9,445,,,,,,
150511B1.CXS,TRUE,400,34,434,,,,,,
150511B2.CXS,TRUE,397,37,434,,,,,,
150511F1.CXS,TRUE,434,0,434,,,,,,
150511F2.CXS,TRUE,430,4,434,,,,,,
150512B1.CXS,TRUE,407,34,441,,,,,,
150512B2.CXS,TRUE,398,43,441,,,,,,
150512F1.CXS,FALSE,441,0,441,,,,,,
150512F2.CXS,TRUE,436,5,441,,,,,,
150513B1.CXS,TRUE,419,23,442,,,,,,
150513B2.CXS,TRUE,409,33,442,,,,,,
150513F1.CXS,FALSE,439,3,442,,,,,,
150513F2.CXS,TRUE,437,5,442,,,,,,
150514B1.CXS,TRUE,400,37,437,,,,,,
150514B2.CXS,TRUE,395,42,437,,,,,,
150514F1.CXS,TRUE,434,3,437,,,,,,
150514F2.CXS,TRUE,428,9,437,,,,,,
150515B1.CXS,TRUE,409,37,446,,,,,,
150515B2.CXS,TRUE,416,30,446,,,,,,
150515F1.CXS,TRUE,444,2,446,,,,,,
150515F2.CXS,TRUE,430,16,446,,,,,,
150516B1.CXS,TRUE,417,28,445,,,,,,
150516B2.CXS,TRUE,415,30,445,,,,,,
150516F1.CXS,TRUE,442,3,445,,,,,,
150516F2.CXS,TRUE,439,6,445,,,,,,
150517B1.CXS,TRUE,402,42,444,,,,,,
150517B2.CXS,TRUE,411,33,444,,,,,,
150517F1.CXS,TRUE,441,3,444,,,,,,
150517F2.CXS,TRUE,431,13,444,,,,,,
150518B1.CXS,TRUE,411,26,437,,,,,,
150518B2.CXS,TRUE,399,38,437,,,,,,
150518F1.CXS,TRUE,436,1,437,,,,,,
150518F2.CXS,TRUE,429,8,437,,,,,,
150519B1.CXS,TRUE,412,32,444,,,,,,
150519B2.CXS,TRUE,398,46,444,,,,,,
150519F1.CXS,TRUE,444,0,444,,,,,,
150519F2.CXS,TRUE,440,4,444,,,,,,
150520B1.CXS,TRUE,332,21,353,,,,,,
150520B2.CXS,TRUE,322,31,353,,,,,,
150520F1.CXS,FALSE,353,0,353,,,,,,
150520F2.CXS,TRUE,353,0,353,,,,,,
150521B1.CXS,TRUE,435,5,440,,,,,,
150521B2.CXS,TRUE,430,10,440,,,,,,
150521F1.CXS,FALSE,440,0,440,,,,,,
150521F2.CXS,FALSE,438,2,440,,,,,,
150805B1.CXS,TRUE,416,31,447,,,,,,
150805B2.CXS,TRUE,413,34,447,,,,,,
150805F1.CXS,FALSE,447,0,447,,,,,,
150805F2.CXS,TRUE,441,6,447,,,,,,
150806B1.CXS,TRUE,411,28,439,,,,,,
150806B2.CXS,TRUE,402,37,439,,,,,,
150806F1.CXS,FALSE,437,2,439,,,,,,
150806F2.CXS,TRUE,434,5,439,,,,,,
150807B1.CXS,TRUE,412,28,440,,,,,,
150807B2.CXS,TRUE,399,41,440,,,,,,
150807F1.CXS,TRUE,438,2,440,,,,,,
150807F2.CXS,TRUE,429,11,440,,,,,,
150808B1.CXS,TRUE,398,35,433,,,,,,
150808B2.CXS,TRUE,387,46,433,,,,,,
150808F1.CXS,TRUE,431,2,433,,,,,,
150808F2.CXS,TRUE,426,7,433,,,,,,
150809B1.CXS,TRUE,408,29,437,,,,,,
150809B2.CXS,TRUE,405,32,437,,,,,,
150809F1.CXS,TRUE,436,1,437,,,,,,
150809F2.CXS,TRUE,433,4,437,,,,,,
150810B1.CXS,TRUE,400,36,436,,,,,,
150810B2.CXS,TRUE,400,36,436,,,,,,
150810F1.CXS,TRUE,436,0,436,,,,,,
150810F2.CXS,TRUE,432,4,436,,,,,,
150811B1.CXS,TRUE,435,5,440,,,,,,
150811B2.CXS,TRUE,433,7,440,,,,,,
150811F1.CXS,FALSE,440,0,440,,,,,,
150811F2.CXS,TRUE,438,2,440,,,,,,
150812B1.CXS,TRUE,419,27,446,,,,,,
150812B2.CXS,TRUE,411,35,446,,,,,,
150812F1.CXS,FALSE,446,0,446,,,,,,
150812F2.CXS,TRUE,441,5,446,,,,,,
150813B1.CXS,TRUE,409,37,446,,,,,,
150813B2.CXS,TRUE,402,44,446,,,,,,
150813F1.CXS,FALSE,446,0,446,,,,,,
150813F2.CXS,TRUE,439,7,446,,,,,,
150814B1.CXS,TRUE,423,17,440,,,,,,
150814B2.CXS,TRUE,420,20,440,,,,,,
150814F1.CXS,FALSE,440,0,440,,,,,,
150814F2.CXS,TRUE,437,3,440,,,,,,
150815B1.CXS,TRUE,422,24,446,,,,,,
150815B2.CXS,TRUE,408,38,446,,,,,,
150815F1.CXS,FALSE,445,1,446,,,,,,
150815F2.CXS,TRUE,439,7,446,,,,,,
150816B1.CXS,TRUE,422,18,440,,,,,,
150816B2.CXS,TRUE,417,23,440,,,,,,
150816F1.CXS,TRUE,438,2,440,,,,,,
150816F2.CXS,TRUE,438,2,440,,,,,,
150817B1.CXS,TRUE,409,30,439,,,,,,
150817B2.CXS,TRUE,404,35,439,,,,,,
150817F1.CXS,TRUE,439,0,439,,,,,,
150817F2.CXS,TRUE,432,7,439,,,,,,
150818B1.CXS,TRUE,405,40,445,,,,,,
150818B2.CXS,TRUE,403,42,445,,,,,,
150818F1.CXS,FALSE,444,1,445,,,,,,
150818F2.CXS,TRUE,435,10,445,,,,,,
150819B1.CXS,TRUE,414,33,447,,,,,,
150819B2.CXS,TRUE,407,40,447,,,,,,
150819F1.CXS,TRUE,447,0,447,,,,,,
150819F2.CXS,TRUE,444,3,447,,,,,,
150820B1.CXS,TRUE,417,24,441,,,,,,
150820B2.CXS,TRUE,404,37,441,,,,,,
150820F1.CXS,FALSE,441,0,441,,,,,,
150820F2.CXS,TRUE,440,1,441,,,,,,
150821B1.CXS,TRUE,413,32,445,,,,,,
150821B2.CXS,TRUE,406,39,445,,,,,,
150821F1.CXS,FALSE,445,0,445,,,,,,
150821F2.CXS,TRUE,441,4,445,,,,,,
150822B1.CXS,TRUE,420,27,447,,,,,,
150822B2.CXS,TRUE,412,35,447,,,,,,
150822F1.CXS,FALSE,446,1,447,,,,,,
150822F2.CXS,TRUE,437,10,447,,,,,,
150823B1.CXS,TRUE,415,25,440,,,,,,
150823B2.CXS,TRUE,416,24,440,,,,,,
150823F1.CXS,TRUE,440,0,440,,,,,,
150823F2.CXS,TRUE,437,3,440,,,,,,
150824B1.CXS,TRUE,413,28,441,,,,,,
150824B2.CXS,TRUE,397,44,441,,,,,,
150824F1.CXS,FALSE,441,0,441,,,,,,
150824F2.CXS,TRUE,435,6,441,,,,,,
150825B1.CXS,TRUE,413,33,446,,,,,,
150825B2.CXS,TRUE,411,35,446,,,,,,
150825F1.CXS,FALSE,443,3,446,,,,,,
150825F2.CXS,TRUE,432,14,446,,,,,,
150826B1.CXS,TRUE,405,42,447,,,,,,
150826B2.CXS,TRUE,406,41,447,,,,,,
150826F1.CXS,TRUE,444,3,447,,,,,,
150826F2.CXS,TRUE,436,11,447,,,,,,
150827B1.CXS,TRUE,427,18,445,,,,,,
150827B2.CXS,TRUE,407,38,445,,,,,,
150827F1.CXS,TRUE,443,2,445,,,,,,
150827F2.CXS,TRUE,441,4,445,,,,,,
150828B1.CXS,TRUE,424,21,445,,,,,,
150828B2.CXS,TRUE,405,40,445,,,,,,
150828F1.CXS,TRUE,445,0,445,,,,,,
150828F2.CXS,TRUE,441,4,445,,,,,,
150829B1.CXS,TRUE,405,39,444,,,,,,
150829B2.CXS,TRUE,407,37,444,,,,,,
150829F1.CXS,FALSE,442,2,444,,,,,,
150829F2.CXS,TRUE,433,11,444,,,,,,
150830B1.CXS,TRUE,405,34,439,,,,,,
150830B2.CXS,TRUE,414,25,439,,,,,,
150830F1.CXS,TRUE,438,1,439,,,,,,
150830F2.CXS,TRUE,433,6,439,,,,,,
150831B1.CXS,TRUE,409,31,440,,,,,,
150831B2.CXS,TRUE,401,39,440,,,,,,
150831F1.CXS,TRUE,439,1,440,,,,,,
150831F2.CXS,TRUE,431,9,440,,,,,,
150901B1.CXS,TRUE,400,38,438,,,,,,
150901B2.CXS,TRUE,406,32,438,,,,,,
150901F1.CXS,TRUE,434,4,438,,,,,,
150901F2.CXS,TRUE,423,15,438,,,,,,
150902B1.CXS,TRUE,416,30,446,,,,,,
150902B2.CXS,TRUE,409,37,446,,,,,,
150902F1.CXS,TRUE,444,2,446,,,,,,
150902F2.CXS,TRUE,438,8,446,,,,,,
150903B1.CXS,TRUE,414,31,445,,,,,,
150903B2.CXS,TRUE,409,36,445,,,,,,
150903F1.CXS,TRUE,441,4,445,,,,,,
150903F2.CXS,TRUE,437,8,445,,,,,,
150904B1.CXS,TRUE,411,35,446,,,,,,
150904B2.CXS,TRUE,407,39,446,,,,,,
150904F1.CXS,TRUE,443,3,446,,,,,,
150904F2.CXS,TRUE,436,10,446,,,,,,
150905B1.CXS,TRUE,395,51,446,,,,,,
150905B2.CXS,TRUE,405,41,446,,,,,,
150905F1.CXS,TRUE,443,3,446,,,,,,
150905F2.CXS,TRUE,434,12,446,,,,,,
150906B1.CXS,TRUE,404,34,438,,,,,,
150906B2.CXS,TRUE,408,30,438,,,,,,
150906F1.CXS,TRUE,436,2,438,,,,,,
150906F2.CXS,TRUE,428,10,438,,,,,,
150907B1.CXS,TRUE,409,35,444,,,,,,
150907B2.CXS,TRUE,402,42,444,,,,,,
150907F1.CXS,TRUE,439,5,444,,,,,,
150907F2.CXS,TRUE,420,24,444,,,,,,
150908B1.CXS,TRUE,411,33,444,,,,,,
150908B2.CXS,TRUE,404,40,444,,,,,,
150908F1.CXS,TRUE,443,1,444,,,,,,
150908F2.CXS,TRUE,438,6,444,,,,,,
150909B1.CXS,TRUE,414,31,445,,,,,,
150909B2.CXS,TRUE,407,38,445,,,,,,
150909F1.CXS,TRUE,441,4,445,,,,,,
150909F2.CXS,TRUE,433,12,445,,,,,,
150910B1.CXS,TRUE,417,28,445,,,,,,
150910B2.CXS,TRUE,409,36,445,,,,,,
150910F1.CXS,TRUE,443,2,445,,,,,,
150910F2.CXS,TRUE,438,7,445,,,,,,
150911B1.CXS,TRUE,415,29,444,,,,,,
150911B2.CXS,TRUE,406,38,444,,,,,,
150911F1.CXS,TRUE,444,0,444,,,,,,
150911F2.CXS,TRUE,440,4,444,,,,,,
150912B1.CXS,TRUE,414,32,446,,,,,,
150912B2.CXS,TRUE,412,34,446,,,,,,
150912F1.CXS,FALSE,446,0,446,,,,,,
150912F2.CXS,TRUE,443,3,446,,,,,,
150913B1.CXS,TRUE,408,36,444,,,,,,
150913B2.CXS,TRUE,405,39,444,,,,,,
150913F1.CXS,FALSE,444,0,444,,,,,,
150913F2.CXS,TRUE,428,16,444,,,,,,
150914B1.CXS,TRUE,409,32,441,,,,,,
150914B2.CXS,TRUE,400,41,441,,,,,,
150914F1.CXS,FALSE,439,2,441,,,,,,
150914F2.CXS,TRUE,433,8,441,,,,,,
150915B1.CXS,TRUE,407,32,439,,,,,,
150915B2.CXS,TRUE,404,35,439,,,,,,
150915F1.CXS,TRUE,436,3,439,,,,,,
